nukes_used,avg_yield_kt,target_city_population,urbanization_level,soot_emission_Tg,total_targeted_population,human_lives_lost_millions,gdp_impact_pct,expected_global_temp_drop_C,estimated_famine_risk_millions
32,411.2748908,6295524.145,0.933717969,8.404776295,188103808.6,73.92831843,38.76678157,1.623113285,222.4511516
21,174.1739866,6602978.635,0.505486933,3.112874285,70092107.73,44.81894989,13.74300181,0.422441212,194.3336344
8,131.5787898,1571578.928,0.606014314,0.245014477,7619194.615,4.574731788,5,0.048061571,12.12155067
38,764.2695648,17729402.52,0.736737604,5.557057229,496352866.3,159.2338032,49.8592887,0.405665079,117.6677478
8,928.590998,3572757.008,0.807885572,4.943913275,23091030.7,6.343075725,6.066930898,0.925146625,300.6158475
3,466.4089681,12637993.05,0.923125521,0.636568152,34999361.75,9.34247777,5,0.084624227,15.89335298
44,664.5539738,12914955.23,0.856642283,6.361813459,486793855.8,287.4752847,30.63085553,0.600685414,272.1121477
3,915.7407861,5694914.918,0.617998686,9.419863538,10558349.81,2.193668817,5,1.524710673,493.6171465
22,103.7619284,19714653.05,0.893031887,4.082094681,387327904,231.0041095,28.71473998,0.544711954,247.7219709
6,773.9242313,1376907.74,0.979646033,8.954165873,8093293.231,5.415865601,8.287577476,1.220913599,339.8722638
2,622.5646311,12196653.02,0.536191709,8.149703446,13079488.45,4.989905131,5,0.617673025,41.7146151
23,604.6576211,9642924.156,0.444457356,1.70099125,98574977.23,63.81944119,31.70627391,0.258535452,16.55051442
44,303.1523221,4985133.732,0.655971839,7.894070364,143884723.1,43.05488086,47.85263184,0.742997412,140.0262396
2,688.6349545,3354679.055,0.928838262,5.215390207,6231908.529,4.837796742,5,0.539086761,232.5064656
38,797.8757885,14767978.73,0.490174903,9.194422352,275077916.5,93.31735347,54.37954056,1.710038064,290.5364766
17,126.1652925,18334666,0.931478913,1.975319731,290332030.8,143.1392151,11.80891023,0.151950932,40.72234154
35,540.5186095,2240170.613,0.995327814,1.33795982,78039644.19,61.51847867,24.97245748,0.244842334,34.4477307
34,114.7462033,3960206.221,0.432401339,2.488675956,58221548.01,43.33329592,40.9370523,0.311240556,120.6134027
23,874.485409,19726767.97,0.697153824,0.690304433,316309609.8,188.419022,24.91047815,0.052999179,18.62323726
30,515.0221718,398951.2173,0.597331297,3.268792978,7149181.441,3.013491899,42.08974308,0.561381947,256.0602718
8,810.8462039,10214214.2,0.636207913,2.90178809,51986911.17,32.23464032,6.455633567,0.429100474,90.01717347
22,377.5643531,10370645.72,0.670980851,4.220529483,153087103.2,72.89458788,11.91787176,0.430591444,212.3681636
44,138.2020534,5336914.35,0.843822374,4.683474309,198149940.4,52.56996722,65.77997161,0.445440141,198.1988603
36,55.87681482,13294274.72,0.754779822,1.53273343,361233011,244.7666525,29.2587793,0.173415711,43.66587551
5,292.2869765,18904324.04,0.976720653,6.231801894,92321218.59,66.74518864,5,0.438918393,191.8616741
13,255.5701949,9059257.226,0.59965876,2.313317248,70622018.36,31.39601826,19.29695445,0.396473482,95.61785025
29,566.9466944,15013448.16,0.724902449,1.307093823,315615275,189.1910905,30.82391702,0.119989197,48.52122819
31,36.41275549,12956798.16,0.887997119,7.117229817,356673582.4,77.832449,20.11460116,1.23861221,262.6253407
47,527.7619861,9511543.084,0.62381705,0.325079108,278872749.2,88.77916416,62.78361027,0.051913677,8.560192125
16,400.8951659,1091264.766,0.67917952,3.746822812,11858634.89,6.429257964,23.12670368,0.716674809,273.7168051
42,583.4654359,14860821.12,0.810984732,1.529592466,506179759.1,184.4769976,58.01376096,0.099226508,48.03259261
30,706.8812652,7328703.798,0.916446531,8.83964775,201490955.2,154.4666243,20.95858008,0.904979125,341.0851201
16,639.5805659,4567444.299,0.649408882,8.262138122,47458222.35,33.32642027,8.843007428,1.186299457,580.5675327
12,984.8747038,18970546.13,0.719170283,0.699214353,163716636.4,97.0845757,10.45559618,0.125010089,58.03469433
17,151.1913637,15492705.11,0.985073371,5.54946559,259444671.3,207.3751336,14.53236535,0.407022107,98.431257
16,438.2909538,19249146.77,0.425481497,3.02401985,131042492.6,45.33398459,14.49470555,0.541933916,150.2576006
12,433.4582756,5198716.95,0.66893723,2.00620083,41731383.79,31.36014265,15.58776783,0.120464955,16.34614855
8,425.7974056,16732287.22,0.781589111,3.184232498,104622187.9,40.04352132,5,0.385781002,95.53146178
20,668.8414162,12193655.94,0.405056475,8.177284857,98782385.77,55.11630896,23.49626923,0.51244293,202.5388935
3,497.4806396,19631923.42,0.758071901,0.672768172,44647228.51,20.56542085,5,0.048762596,13.90309432
16,524.6710714,18931707.22,0.433719973,6.517510502,131376952.6,61.21230017,14.38645115,1.083458089,528.7805324
30,440.8706523,19462064.09,0.914535038,9.142364439,533962185.8,351.0833487,29.55172311,0.482667981,49.0959481
45,991.8239691,19040175.6,0.884251657,4.535757839,757633807.5,309.5131482,50.75888054,0.604637305,168.3813901
23,928.6479286,252451.2511,0.419353082,9.024987909,2434922.835,1.228460037,18.06843057,0.584325417,169.1331883
28,318.1083265,14847599.66,0.429282415,9.077324248,178466776.2,58.36366158,34.11847802,1.558478737,182.2955041
40,124.9200159,5511497.768,0.852168359,6.134998143,187868960.3,123.6333569,28.119879,1.050465357,429.3047531
5,842.1682532,14130039.2,0.621726936,4.612821281,43925129.86,23.33122454,5,0.716917938,299.7897966
20,997.2126977,19614162.9,0.745015473,7.402870125,292257097,103.1779073,26.02657673,1.209560558,548.929244
40,303.2197606,883251.8749,0.562196962,9.170604122,19862460.83,7.141767247,27.06074362,1.271197532,599.5823665
44,367.418152,11383057.87,0.503781326,6.83234991,252321167.2,94.90355921,54.18571654,0.839174296,324.210814
1,942.5086838,14725567.85,0.577646271,2.175111087,8506169.348,5.270211321,5,0.242571655,104.0108034
30,715.4625752,5141839.766,0.54802822,8.21855189,84536198.86,47.09132926,16.37323989,1.226187415,101.5853427
21,306.2037568,4579926.548,0.668984463,9.520180262,64341893.74,44.6112845,25.34061221,1.022656443,227.7648263
20,587.3307939,1300875.557,0.848005699,4.161721304,22062997.73,11.97839748,22.92471167,0.209829043,37.4005075
6,945.0661357,1969005.158,0.732477645,7.006137801,8653513.562,3.322880284,6.743276787,0.456186665,185.7765707
22,814.6359103,13169323.23,0.765506985,5.229846855,221786596.1,172.488342,17.49788159,0.772826589,145.9457518
18,745.705223,10153691.32,0.682047158,1.208890951,124655333.5,91.20563544,9.821333048,0.126617058,34.87949761
8,740.9413671,698437.3269,0.594840184,3.563435942,3323668.705,1.220759714,5,0.707102585,170.2008642
39,190.3500194,19396269,0.486105295,1.721913124,367716533.6,274.9106828,30.14367123,0.177508512,69.46424847
32,827.3110206,13155312.8,0.612739275,6.768376248,257944858.7,163.0403945,28.99803044,0.448497336,138.8273198
33,286.976853,10357824.52,0.79911917,5.862737521,273145492.4,122.5921423,46.79719073,0.581919284,132.4473552
16,931.411158,5527212.309,0.840266454,0.431990581,74309297.37,35.67783244,18.9452073,0.066106382,7.203123481
12,374.1703911,13196167.81,0.681508926,0.709908451,107919673.9,50.48794505,6.313419014,0.09174957,11.32959199
38,859.7954911,7346940.471,0.786998365,2.681845574,219717145.2,148.9941706,53.9491367,0.379600078,142.2273735
34,277.2399921,14079633.84,0.526324649,7.474109368,251955583.5,76.92267506,41.49189957,0.498415107,32.43685638
14,521.8090325,13683181.21,0.916039792,1.355677391,175480738.7,41.27319874,13.89602851,0.235951885,58.35854427
36,120.2820161,1945601.523,0.91956187,2.1272636,64407635.12,32.1442242,34.6685518,0.394305491,149.2307937
33,665.2171195,18194288.1,0.592196756,9.085501309,355561747,133.0674693,47.29504432,0.65236169,139.7151075
23,838.538086,9790787.607,0.728627344,5.506761296,164078218,88.33226153,24.15018774,0.792535839,271.6813107
45,722.6705721,7919604.285,0.763997217,6.246411461,272275003.5,214.2578079,45.12493506,0.527601663,208.9486932
2,530.4096352,19113696.66,0.683458023,4.612084839,26126818.67,15.75111538,5,0.356703218,159.098133
41,59.43914042,8820364.694,0.946685292,3.067732806,342354490.6,265.5065195,44.8177447,0.247520659,37.36781719
21,934.4393921,14452296.25,0.843830168,2.566389825,256100955,163.7081376,15.72607648,0.329006076,120.7168027
2,709.9072053,13137215.9,0.803506296,5.933273904,21111671.36,5.183950232,5,1.085106965,327.1022678
27,749.6762748,3386287.952,0.712055933,4.762655436,65103113.52,47.75837605,21.081049,0.822942329,211.1466019
9,797.7603669,19823741.2,0.450908398,4.090027924,80448222.46,25.69128129,10.64813837,0.292467722,69.70287913
1,751.5272745,9325726.014,0.464692827,6.974413127,4333597.981,3.115309196,5,0.882179376,390.6104049
11,449.4994216,7956173.191,0.579405317,4.101126166,50708339.58,32.9325332,6.840172825,0.297875847,38.92195612
3,737.6175018,18400308.51,0.526913361,0.463630771,29086105.2,20.45249248,5,0.053645453,21.47387163
23,630.651386,10631842.9,0.971518583,8.41273234,237567757.8,83.65907383,19.22179017,1.130493537,95.45944061
26,856.2060887,14131031.54,0.645887511,3.252194065,237303476.6,162.4195384,30.08244188,0.558521575,165.6156863
4,805.4229181,16940296.34,0.925963263,9.469377176,62744368.32,35.52656576,5,1.696871009,206.9961966
18,55.75376673,4786338.475,0.89084781,8.807625124,76750184.69,19.12029884,16.10488495,0.476976853,122.4784953
6,388.203784,3472385.045,0.887542164,2.415770818,18491328.82,13.56300425,5,0.370536507,98.96554241
35,49.1954099,1463285.431,0.529424515,9.658163047,27114471.3,19.68745858,19.5616034,1.077115581,408.6856546
22,115.5438009,17952952.65,0.668393088,8.550251519,263991848.1,143.3989673,31.93441748,1.062309489,153.0237439
43,607.3895612,4087305.185,0.590771195,9.851662891,103830473.3,48.96381252,46.52948894,0.820411429,149.9308205
15,875.7144938,6224305.477,0.982246602,6.811689706,91707043.6,40.38119876,18.24617428,0.375599622,103.4522571
22,133.0273873,5787557.829,0.926046581,9.314194818,117910059,66.22328498,21.31474641,1.632857826,637.4867161
37,459.3229482,6161300.952,0.549954197,6.931921908,125372032.6,88.38909763,27.12870066,0.586400414,172.9963665
42,912.2157212,13394416.42,0.588112216,8.565424565,330851637.1,178.5131831,62.80733355,1.559289535,635.1280516
12,817.0864689,19086859.82,0.717345543,6.143249998,164302485.7,45.64176644,17.60875185,0.37139208,127.9806523
47,526.872878,6656123.376,0.567163471,9.298826289,177430171.8,68.08022472,63.91971248,1.034632915,479.6732034
49,774.9978677,8212178.378,0.89471798,5.229060366,360031598.8,216.3602959,69.39032761,0.843718681,296.1007664
42,529.8533674,15445824.98,0.891538767,7.392030384,578363173.8,340.132405,45.15171206,0.654284389,134.7097547
38,170.7209522,8703525.089,0.834604263,9.177908476,276031967.3,141.1458762,32.97595272,1.790720226,170.7543516
18,137.8650715,18528251.08,0.813586123,4.281662176,271337903.3,93.41804954,15.17674418,0.623514683,228.793143
45,200.5427086,10114039.21,0.728380904,0.361380542,331509286.2,120.1216685,64.51761456,0.02985323,14.69196298
35,360.6582635,7019923.63,0.608267354,1.219166428,149449663.1,73.31249798,51.06029552,0.206090088,55.52644418
30,931.5713287,19434292.43,0.902163072,9.721923273,525987028.5,229.6973516,28.21454937,1.92188028,212.9396502
24,802.6832374,8573059.334,0.915299303,8.744705158,188325965.5,73.36466684,26.57016163,0.763972688,148.3241135
42,441.3095378,4700379.937,0.429705681,4.885832654,84830758.45,59.18428873,54.82132663,0.847084816,198.757106
30,500.6805591,3636246.214,0.639171648,9.612904179,69725564.6,35.03090695,36.075242,1.889797255,211.3347999
14,276.6253158,19904108.38,0.415976548,1.937494903,115914992.2,58.17092504,19.17549923,0.16102447,32.1150633
6,708.7876621,15084455.09,0.903686437,1.198567038,81789704.85,37.36428152,6.65179448,0.102093267,41.8040553
3,805.7241864,8232329.969,0.506255948,6.054256771,12502998.04,7.608595543,5,0.953951209,183.8250164
16,250.3211252,16544630.52,0.804320059,3.882990941,212914851.1,65.02202625,14.01249565,0.747859645,373.4735484
7,56.19429943,10981441.98,0.614425491,3.463719396,47230945.12,36.18612282,5,0.534421867,96.67451653
14,629.530609,6416052.515,0.889639272,7.368103762,79911612.04,20.99818258,7.777589944,0.926112167,87.64092075
9,569.0744373,14893377.59,0.70581214,1.585130036,94607340.42,59.2412116,5.865758265,0.104276862,42.20037413
15,411.0991877,14943305.3,0.594641155,7.806645326,133288564.8,82.98300814,8.366596312,1.472772671,153.8601325
21,649.2355326,10053367.66,0.5943224,3.658551198,125473773.6,33.67247592,21.73802517,0.220848876,15.7740173
35,557.3540985,998650.9731,0.596156345,9.868701824,20837324.01,16.58287696,31.62519913,0.806574121,184.091766
2,261.8228529,1632747.483,0.87314753,8.10658626,2851258.864,0.628954422,5,0.953433118,434.5135784
27,406.763041,15796114.63,0.826669359,6.497613265,352570427,147.6614236,14.09112218,0.812808062,249.2968831
2,436.6918662,16487179.88,0.591528464,2.371518072,19505272.4,8.872210151,5,0.138204431,63.9894099
35,882.0442746,13597966,0.694124853,9.568621954,330354015.4,225.1969488,36.7189628,0.596553005,264.2991844
18,961.4905918,16797464.65,0.445692031,0.425809394,134756930.5,29.36224536,9.671142707,0.029282404,2.465002563
14,894.606342,14417800.66,0.896500161,2.311162822,180957848.6,96.66987143,16.37982827,0.129319802,9.709745805
20,723.3903537,17948998.95,0.559572886,0.464079519,200875462.7,64.76237188,12.51736143,0.091245917,16.79083313
18,591.2178426,3092925.625,0.933535085,9.668510179,51972382.56,28.24975777,17.90131177,0.828517632,370.6816412
10,693.9227109,7816056.414,0.758078016,8.727350244,59251805.38,34.82869316,6.588130284,1.587751081,440.1950442
25,940.0225824,9335804.798,0.740692097,9.525865891,172873920.9,38.11604942,13.47654018,1.597015574,768.2713646
2,261.2487542,6023509.516,0.497631245,7.178846359,5994973.084,1.441663852,5,1.119058233,206.3160371
25,542.0937001,14534792.32,0.441721216,0.371498251,160508153.3,40.30915778,24.10364432,0.055237107,13.85706801
33,694.2638987,18257532.37,0.731569949,9.321870199,440769846.6,313.5488885,41.04900621,1.163301873,71.72927285
36,684.0582963,8308395.765,0.680793474,4.26743244,203626858.2,153.9419667,27.56008187,0.574286908,254.5024906
31,263.4947752,18836685.1,0.47180982,3.745188604,275507323.2,127.4589457,36.73700092,0.687611968,83.87873692
14,592.9305545,10383701.25,0.901352634,2.912910393,131031270.6,94.98165601,19.07771067,0.485374596,239.7431119
1,798.9744453,10498060.97,0.650344072,2.93929849,6827351.717,3.316222968,5,0.248735551,46.51825692
46,482.9527953,12044368.86,0.55627468,8.026222665,308198962.1,135.8158169,47.02239759,0.52679806,250.4216013
16,796.3986055,5439788.196,0.872963256,2.638156836,75979763.44,39.41427247,14.5509624,0.248145718,87.25865498
46,369.4843588,7728874.331,0.947838494,2.299404369,336983331.9,227.1642959,24.26345557,0.160680062,49.60309506
3,939.6787253,11109425.31,0.583577622,7.010394316,19449636.01,6.501225661,5,1.35419383,140.981383
35,540.9195139,18845459.42,0.865569931,2.945884354,570922205.6,217.5436783,30.70201321,0.31641742,30.64830693
41,602.0087315,12889582.31,0.791511794,0.229996283,418292513.3,296.7052017,45.99776731,0.017476103,2.964838406
6,45.89114527,6729019.502,0.99383667,9.324487232,40125278.02,30.07734121,8.198588076,1.336713673,281.889025
25,182.7151001,308324.609,0.522395624,3.204282481,4026685.666,1.102530356,29.29671461,0.351620621,115.2017867
13,638.4398723,19635146.43,0.976407397,7.667336773,249234728.8,155.2635157,11.11998307,0.634045718,79.58819079
34,428.5723162,9910392.701,0.589163234,4.74297454,198520526.5,40.84998817,32.26159825,0.27817881,100.6017532
8,515.5413336,18776053.65,0.647172579,1.427390204,97210776.49,33.80138548,11.09727067,0.091167661,6.859569979
21,77.0268376,11031970.15,0.615295488,6.653089561,142546350.8,34.37885887,23.91904577,0.894824891,393.0990192
34,836.6232098,12148750.72,0.561070418,2.392442287,231754358,118.0173998,30.25460354,0.388896086,172.9386464
4,787.7380183,14267053.89,0.815933549,2.950386962,46563871.66,18.90633961,5,0.55723287,252.5757388
25,197.5736661,6487417.1,0.753487192,0.420823004,122204642.4,34.52922751,28.60830866,0.057995766,13.98072531
15,639.8144169,14009780.82,0.583415167,0.262393166,122602779.3,24.54415644,14.73413081,0.038809811,4.214684294
4,821.0404835,10583159.01,0.479327474,5.184832626,20291195.49,8.786743627,5.461523224,0.447440219,124.9808947
45,646.2413244,13482351,0.590425383,0.672169598,358214501.1,134.9333202,59.07252238,0.061271266,23.97473827
12,320.7421239,16733081.89,0.628738787,2.173233963,126248851.3,28.78642047,12.29292999,0.244781438,41.86966325
32,661.2694832,3766159.692,0.628392066,9.245690802,75731995.82,53.85009447,46.66732252,1.66709279,583.7475772
32,222.3048215,12309663.12,0.61435572,0.92026904,242000382.4,108.0451202,46.50289608,0.106109269,6.202225326
28,328.4811723,1137015.439,0.429233504,2.978816036,13665263.38,9.085632534,41.0497692,0.25601487,106.425015
13,251.4686083,2132090.27,0.678419865,7.292628805,18803881.1,8.522393511,9.366587873,1.370464647,202.7663244
31,563.5712259,13524425.29,0.901724858,8.854818366,378054624.9,90.92561093,18.70460106,0.98921908,455.6112491
14,121.6032471,1511659.271,0.508219775,0.55749038,10755571.89,4.69542944,15.66734136,0.034523452,10.15334024
20,934.3107246,11947619.82,0.487394406,1.935851242,116464061.3,85.2143599,24.5513672,0.255186355,55.875123
18,343.5096684,4478250.713,0.683110633,3.940046057,55064532.24,11.26969668,14.52594796,0.567230088,216.5507613
29,230.6855752,6151288.087,0.622361807,3.673842929,111021476.4,81.84304015,30.09267628,0.710181799,135.5491336
6,504.1015664,2679766.393,0.736768384,2.956404775,11846202.93,7.037079022,6.88717257,0.505515063,187.9450473
32,287.8428512,5048482.975,0.968244586,2.498845144,156421321.8,124.7272607,30.82763823,0.162842165,31.04574595
29,541.8805251,16443706.52,0.85653175,2.759722464,408452145,306.2045616,30.19889947,0.34990177,150.9064615
43,358.2815125,12813680.27,0.812234892,1.420913214,447531883,322.8367137,24.73335421,0.163571374,80.39472453
2,145.0858086,19000219.91,0.649562167,1.716933563,24683648.03,5.492256838,5,0.187174168,64.76292036
23,276.9068134,1070022.622,0.572415902,6.106992308,14087453.17,5.186278268,20.20954405,0.433425319,126.6119245
19,446.8632473,15868998.74,0.724158462,2.992692105,218341724.7,92.76166257,13.39941747,0.318125107,81.7429007
31,44.83882808,14011635.95,0.931266117,4.056884177,404505415.7,250.7502993,30.38047355,0.488909146,228.8754018
5,774.0828891,5291756.873,0.926045506,4.178467268,24502038.37,14.43622061,5,0.346106541,85.48360871
19,627.4971961,14610417.39,0.667308969,1.186401217,185243588.8,56.13204916,16.93895308,0.161799453,67.07261608
34,607.3392132,14359316.14,0.547732212,8.21298852,267412039.8,171.7056593,36.13749311,0.683256953,35.35271603
10,552.8591829,9240969.541,0.53520667,9.56796071,49458285.37,14.50991328,7.784339693,0.65251328,294.6721361
25,596.4584747,13803928.42,0.42039305,2.709064387,145076889.2,68.74612258,29.16201618,0.535305105,119.9270746
2,935.6321734,8947159.97,0.905598548,3.014660839,16205070.15,8.868122696,5,0.462027374,81.00605307
11,23.44067265,6777357.362,0.55890282,6.962222751,41666725.58,30.10043598,6.425601514,0.969278667,114.2729094
31,62.08271401,9383170.111,0.615399485,0.897824974,179006339.6,103.6076559,42.99451366,0.088997414,7.313982869
15,203.6210088,17913076.68,0.885529685,9.082497064,237938417.2,183.9040862,14.66079755,0.737962052,329.867281
9,179.7918593,7753217.478,0.472014431,1.293834142,32936674.83,26.24052232,12.80638941,0.090211819,17.97603395
23,193.4765426,8133394.731,0.676740447,7.347418462,126596535.3,63.96840286,20.25477,0.436389574,212.7860413
19,676.8647276,12207224.23,0.473404828,2.985999252,109800218.8,25.35154013,19.81026227,0.462701174,110.7816798
9,467.5910515,15084689.56,0.665109142,3.300320711,90296684.34,19.59359853,12.36205624,0.301749584,143.7803909
35,991.9021952,14718955.12,0.428283744,1.494361988,220636122.3,157.39936,33.67754699,0.146027265,50.55962246
21,238.4826261,493994.7294,0.710573696,6.498744507,7371412.869,3.685043538,23.79569939,0.481872488,57.49216934
9,321.1676495,13779565.13,0.877425831,7.970444176,108814917.5,45.71055836,6.723526656,0.538599429,101.089709
28,984.477106,9066025.557,0.805778005,9.507391597,204545711.6,75.81970642,20.66747771,1.181286019,559.2603391
46,834.2817687,10529390.35,0.705501406,3.382339403,341710986,126.1165668,47.96183287,0.53822224,130.8482478
7,477.7522324,11277100.41,0.897255227,6.249691011,70829061.01,17.26047068,7.79231563,1.241437745,93.42847645
16,561.2779323,14661220.38,0.536672785,4.208430188,125892447.6,48.06519512,18.49242186,0.424734145,86.27672552
16,845.5302518,16643526.37,0.898477771,5.62265236,239261415.6,140.4186266,20.2982253,0.841012741,373.6697615
33,488.7655424,12960592.8,0.565818088,1.713024119,242000148.5,104.3325484,46.9451135,0.11547481,57.61061578
4,217.9333677,11321753.69,0.617491805,5.859353621,27964360.48,21.49594348,5,0.781353464,49.49232589
4,831.0178705,7538008.171,0.477058121,8.505914465,14384272.06,8.643541538,5,1.086310457,284.5756058
39,544.7059039,2843776.563,0.461052854,8.650166227,51134120.69,36.73403616,36.78196248,0.474104079,76.18287656
40,165.7469582,19175695.86,0.959266911,4.885554343,735784421.7,197.5553018,23.56912312,0.598226192,294.152599
17,513.0020437,9290661.617,0.513986948,2.433890008,81179739.81,38.17960461,16.2104913,0.30256907,67.4127784
37,422.0053299,11367623.67,0.599977693,8.383121843,252351863,56.74464279,47.75558809,0.886958455,416.9885188
39,878.6898939,15046355.47,0.717491019,9.994342317,421029372.2,310.302057,22.58573469,1.359550167,441.5524439
29,139.1645999,1461368.651,0.60872028,3.833880455,25797377.28,7.432770455,32.08032564,0.217897932,98.34206668
36,877.0816574,17114719.08,0.92207997,9.251250181,568121027.6,388.1703319,32.76257122,1.634390171,779.7724067
38,519.5278516,15960812.29,0.940428858,9.836255229,570380322.2,430.2302549,43.85449893,1.259796857,122.4430689
39,413.2989635,15511128.78,0.595594274,4.016571529,360295240.2,167.5851997,51.53341843,0.220198137,30.99989672
37,174.5376766,537455.864,0.455216618,7.191215728,9052377.101,3.925260518,38.54089174,1.420734011,240.6818989
35,705.3056932,10577725.14,0.52609494,5.852815781,194771068.8,109.085553,28.1384005,0.627789925,182.5805342
7,927.9046085,1179940.578,0.684635752,7.249717518,5654806.536,3.642815099,5,1.435510527,227.5868243
27,384.7466936,11062364.32,0.573088625,1.626112072,171172309.3,100.5407837,21.29492246,0.125291648,58.91191671
28,252.9612257,14397121.69,0.672083343,3.730526413,270929838.8,54.37366862,24.21026843,0.20329812,26.7046788
22,561.5439132,2524819.98,0.8552221,0.721700603,47504200.59,31.90197646,25.10802842,0.113312462,14.38601011
14,799.2431592,13928173.8,0.65238306,6.170839754,127211065.1,36.69184654,12.43692704,1.183652203,139.9466249
7,18.71117913,9045703.635,0.518198474,9.274294646,32812288.72,15.41540311,6.318913551,0.571656142,140.7394869
37,636.9067748,16249903.32,0.614780584,5.646804132,369634627.2,136.5482086,29.24818425,0.905346154,63.69410633
22,602.5682607,10718419.89,0.845788731,0.796283043,199441412.7,150.9261914,18.98342527,0.048080237,17.11805657
5,328.379903,6788818.563,0.654437272,9.310736259,22214279.51,11.13523911,5,1.574316618,254.9033912
2,459.6516586,6706632.112,0.549722712,1.416352615,7373575.983,3.784829434,5,0.194309096,91.33739191
27,258.2587758,17959981.75,0.656446984,8.841120147,318323947.8,78.20842385,40.0399616,1.478885129,193.5728172
21,793.0374519,9112144.533,0.672884013,7.170849733,128759743.9,95.07833397,25.92757181,0.758120149,64.80674615
38,640.0169094,8174502.554,0.577826323,6.400040777,179490824.6,61.64010987,21.79789942,1.189176558,274.8189065
15,539.7209477,893485.0837,0.997411054,5.909791216,13367578.48,5.993681492,16.99062859,0.563789699,90.41383914
21,401.6383054,7350059.642,0.860575611,1.398377227,132830923.5,105.0927373,25.26077508,0.129322667,57.04320001
10,302.0136202,17007578.39,0.815472992,5.058353149,138692208.4,37.21626414,12.78244619,0.981801788,278.9888979
23,825.3954388,15243654.36,0.912920191,2.04726108,320073516.6,202.003748,29.04178511,0.140078584,37.05415449
39,459.6365554,4496172.736,0.799851517,5.760660334,140254552.8,49.94193134,39.32714572,0.80006096,320.1955519
5,508.9257085,8319826.802,0.874588206,4.52870307,36382111.98,16.44013266,5,0.616360877,211.8354887
1,528.0162996,4011935.554,0.647515387,6.828788062,2597790.002,1.171384445,5,0.583934422,31.72517673
13,456.6414314,19088914.66,0.700223062,9.826720596,173764477.5,131.9462809,6.608843764,0.958714127,343.652641
21,267.2470998,12002545.78,0.42819783,3.674052496,107928745.2,22.25678602,10.53186376,0.341643689,126.6059197
26,133.5353336,15111660.37,0.568387835,6.205463614,223321381.9,93.86698951,37.34137594,1.09780936,141.0226244
45,112.0592082,14304792.13,0.620807446,8.657628573,399623465.7,284.3137227,49.8579312,0.938772331,346.6151719
21,761.1005855,17486418.33,0.775282135,1.019973672,284695062.6,212.4700067,22.55811905,0.105878563,52.64632428
18,235.174905,18991622.79,0.678526771,8.022436007,231953840.8,89.71853339,15.7798347,1.167329576,212.8333372
37,69.83772273,745678.8581,0.764702957,2.47030721,21098244.64,7.282540063,48.04547854,0.307123434,20.6870392
45,800.5546456,19508493.48,0.827996401,5.448732584,726883307.3,346.5501074,32.40808896,0.620588845,268.5214992
32,166.7507281,17423795.02,0.425631201,9.915864241,237315545.3,153.6627013,39.618585,1.550970794,220.5675408
36,630.7689004,7720653.433,0.554966648,9.84211558,154249385.7,45.10609,31.060689,1.101262794,440.8194335
17,348.5636224,16757677.93,0.502542324,3.226396631,143164520.8,96.01759155,20.53188414,0.268835398,62.68625969
35,139.5830528,14757503.85,0.512473072,1.404453266,264698816.4,134.3620341,42.22383923,0.226505959,103.4512903
49,423.2637646,15882976.1,0.701875237,9.388031864,546245513.3,155.3977389,39.9499804,0.564897733,267.6993179
11,29.58672822,4491751.553,0.843987266,8.945941406,41700792.24,25.14789699,15.77682578,1.788754379,408.2499448
21,843.4293078,13006417.67,0.56366622,6.198715773,153956844,88.82085525,21.16090083,0.864687699,424.9025401
26,520.7954919,615925.2966,0.894669543,0.420862849,14327289.69,8.215520855,19.70112074,0.034698183,2.168570778
4,152.0726107,16979759.74,0.93547391,7.537675209,63536488.95,41.48119046,5,0.600957682,183.9261924
34,248.4256136,19025755.15,0.610320323,1.692466611,394801371.2,121.8884768,42.52939421,0.154111563,58.93999344
48,456.2555643,13276256.47,0.808813923,9.43591059,515425011.9,318.7895509,69.63284715,1.716305201,416.2005378
18,201.0363421,10302126.1,0.470229576,4.407748091,87198559.05,63.86218545,10.31892882,0.76696261,265.6972333
40,279.5701741,14542048.68,0.846416971,6.189644521,492345471.9,255.1269134,41.59770178,0.443668891,83.55739223
35,541.3697808,6594589.636,0.499014325,2.882691392,115177814.4,56.62346593,34.66312954,0.403594371,34.23879843
41,835.1198778,12565117.14,0.812449482,4.803251236,418549439.4,284.0581542,33.22012859,0.896456909,381.6302241
29,410.8120904,14407561.49,0.653140002,7.570891482,272894487.5,78.52309743,36.76657593,1.211116686,222.0732512
29,721.2206445,2939347.551,0.957073793,4.970963968,81582002.79,33.00190979,20.13373672,0.686582662,94.77670001
38,878.5339503,2887353.309,0.678676349,8.487253562,74463979.3,53.03849892,31.45478065,0.689967409,96.5577646
42,228.0564262,14351149.74,0.41854169,7.158971616,252275287.8,126.1034788,53.17838358,1.371152523,576.0927298
21,810.0840908,8692471.634,0.688401422,0.865859766,125662106.5,88.49900473,20.52266833,0.159119587,12.6629982
42,761.0411654,17795109.82,0.877299246,6.107670503,655688730.2,230.2259727,26.71599975,0.599673932,164.3422683
13,366.5832385,6307583.755,0.788250599,6.164734383,64635436.71,28.03528141,18.12542987,0.768451088,105.6129373
49,989.6771601,944371.6712,0.979789118,3.870893689,45338969.25,31.4730045,60.30958188,0.241064152,82.75654407
